file_key,emotion,source,full_path,npz_filename
Q3_zvWX_dwQPtU_1,sad,emopia,data/raw/labelled/emopia/Q3_zvWX_dwQPtU_1.mid,emopia_Q3_zvWX_dwQPtU_1.npz
labelled/phrases/Other_PC_Aion Tower of Eternity_Main Theme_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/Other_PC_Aion Tower of Eternity_Main Theme.mid,vgmidi_Other_PC_Aion_Tower_of_Eternity_Main_Theme.npz
Q2_pouxqiySdI8_0,angry,emopia,data/raw/labelled/emopia/Q2_pouxqiySdI8_0.mid,emopia_Q2_pouxqiySdI8_0.npz
Q2_aYe-2Glruu4_2,angry,emopia,data/raw/labelled/emopia/Q2_aYe-2Glruu4_2.mid,emopia_Q2_aYe-2Glruu4_2.npz
Q3_veG92Oi-DlU_0,sad,emopia,data/raw/labelled/emopia/Q3_veG92Oi-DlU_0.mid,emopia_Q3_veG92Oi-DlU_0.npz
Q4_YhXRyOl5pi0_0,calm,emopia,data/raw/labelled/emopia/Q4_YhXRyOl5pi0_0.mid,emopia_Q4_YhXRyOl5pi0_0.npz
Q1_1vjy9oMFa8c_4,happy,emopia,data/raw/labelled/emopia/Q1_1vjy9oMFa8c_4.mid,emopia_Q1_1vjy9oMFa8c_4.npz
Q3_zjr_-ql5Avk_2,sad,emopia,data/raw/labelled/emopia/Q3_zjr_-ql5Avk_2.mid,emopia_Q3_zjr_-ql5Avk_2.npz
Q1_J6X3rVU1H-c_2,happy,emopia,data/raw/labelled/emopia/Q1_J6X3rVU1H-c_2.mid,emopia_Q1_J6X3rVU1H-c_2.npz
Q2_Dg935IbDggo_3,angry,emopia,data/raw/labelled/emopia/Q2_Dg935IbDggo_3.mid,emopia_Q2_Dg935IbDggo_3.npz
Q4_ltxNPJda7zE_3,calm,emopia,data/raw/labelled/emopia/Q4_ltxNPJda7zE_3.mid,emopia_Q4_ltxNPJda7zE_3.npz
Q2_S1T3UF1vhSk_2,angry,emopia,data/raw/labelled/emopia/Q2_S1T3UF1vhSk_2.mid,emopia_Q2_S1T3UF1vhSk_2.npz
Q4_VXh4IaR5C6s_0,calm,emopia,data/raw/labelled/emopia/Q4_VXh4IaR5C6s_0.mid,emopia_Q4_VXh4IaR5C6s_0.npz
Q3_OO7zYVeK814_1,sad,emopia,data/raw/labelled/emopia/Q3_OO7zYVeK814_1.mid,emopia_Q3_OO7zYVeK814_1.npz
Q4_v3Nl5rUxLqE_0,calm,emopia,data/raw/labelled/emopia/Q4_v3Nl5rUxLqE_0.mid,emopia_Q4_v3Nl5rUxLqE_0.npz
Q4_kMHiU0fhWVw_3,calm,emopia,data/raw/labelled/emopia/Q4_kMHiU0fhWVw_3.mid,emopia_Q4_kMHiU0fhWVw_3.npz
Q1_NGE9ynTJABg_0,happy,emopia,data/raw/labelled/emopia/Q1_NGE9ynTJABg_0.mid,emopia_Q1_NGE9ynTJABg_0.npz
Q4_ldCQ6N9G6Mk_0,calm,emopia,data/raw/labelled/emopia/Q4_ldCQ6N9G6Mk_0.mid,emopia_Q4_ldCQ6N9G6Mk_0.npz
labelled/phrases/Final Fantasy_PS1_Final Fantasy VII_Anxious Heart_0.mid,sad,vgmidi,data/raw/labelled/vgmidi/Final Fantasy_PS1_Final Fantasy VII_Anxious Heart.mid,vgmidi_Final_Fantasy_PS1_Final_Fantasy_VII_Anxious_Heart.npz
Q4_iGHgeUCPotc_0,calm,emopia,data/raw/labelled/emopia/Q4_iGHgeUCPotc_0.mid,emopia_Q4_iGHgeUCPotc_0.npz
Q2_WBxql6cuU7c_0,angry,emopia,data/raw/labelled/emopia/Q2_WBxql6cuU7c_0.mid,emopia_Q2_WBxql6cuU7c_0.npz
Q3_MbvPxCUMSek_2,sad,emopia,data/raw/labelled/emopia/Q3_MbvPxCUMSek_2.mid,emopia_Q3_MbvPxCUMSek_2.npz
Q2_dtS02mrDMsM_3,angry,emopia,data/raw/labelled/emopia/Q2_dtS02mrDMsM_3.mid,emopia_Q2_dtS02mrDMsM_3.npz
Q3_VrWAZLRdQO8_0,sad,emopia,data/raw/labelled/emopia/Q3_VrWAZLRdQO8_0.mid,emopia_Q3_VrWAZLRdQO8_0.npz
Q4_PK8YIUaV3Xw_0,calm,emopia,data/raw/labelled/emopia/Q4_PK8YIUaV3Xw_0.mid,emopia_Q4_PK8YIUaV3Xw_0.npz
Q2_9v2WSpn4FCw_1,angry,emopia,data/raw/labelled/emopia/Q2_9v2WSpn4FCw_1.mid,emopia_Q2_9v2WSpn4FCw_1.npz
Q1_o5AIp2Yc01M_0,happy,emopia,data/raw/labelled/emopia/Q1_o5AIp2Yc01M_0.mid,emopia_Q1_o5AIp2Yc01M_0.npz
Q4_Hwd6l9jK7bo_1,calm,emopia,data/raw/labelled/emopia/Q4_Hwd6l9jK7bo_1.mid,emopia_Q4_Hwd6l9jK7bo_1.npz
Q4_V_jbWvQNh5c_1,calm,emopia,data/raw/labelled/emopia/Q4_V_jbWvQNh5c_1.mid,emopia_Q4_V_jbWvQNh5c_1.npz
Q4_Ie5koh4qvJc_31,calm,emopia,data/raw/labelled/emopia/Q4_Ie5koh4qvJc_31.mid,emopia_Q4_Ie5koh4qvJc_31.npz
Q3_0wRQRwnQiqY_0,sad,emopia,data/raw/labelled/emopia/Q3_0wRQRwnQiqY_0.mid,emopia_Q3_0wRQRwnQiqY_0.npz
Q1_T92R7xjce34_1,happy,emopia,data/raw/labelled/emopia/Q1_T92R7xjce34_1.mid,emopia_Q1_T92R7xjce34_1.npz
labelled/phrases/Mana_SNES_Secret of Mana_Meridian Dance_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/Mana_SNES_Secret of Mana_Meridian Dance.mid,vgmidi_Mana_SNES_Secret_of_Mana_Meridian_Dance.npz
Q2_ZdyiXIlKe_Y_0,angry,emopia,data/raw/labelled/emopia/Q2_ZdyiXIlKe_Y_0.mid,emopia_Q2_ZdyiXIlKe_Y_0.npz
labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Lost Woods.mid,vgmidi_The_Legend_of_Zelda_N64_The_Legend_of_Zelda_Ocarina_of_Time_Lost_Woods.npz
Q3_Ie5koh4qvJc_19,sad,emopia,data/raw/labelled/emopia/Q3_Ie5koh4qvJc_19.mid,emopia_Q3_Ie5koh4qvJc_19.npz
Q3_0lEL_XHyhuU_0,sad,emopia,data/raw/labelled/emopia/Q3_0lEL_XHyhuU_0.mid,emopia_Q3_0lEL_XHyhuU_0.npz
Q2_nOIBJHkqrE8_1,angry,emopia,data/raw/labelled/emopia/Q2_nOIBJHkqrE8_1.mid,emopia_Q2_nOIBJHkqrE8_1.npz
Q3_DYBBfpEx-JI_4,sad,emopia,data/raw/labelled/emopia/Q3_DYBBfpEx-JI_4.mid,emopia_Q3_DYBBfpEx-JI_4.npz
Q4_nGkpcWNAxDU_2,calm,emopia,data/raw/labelled/emopia/Q4_nGkpcWNAxDU_2.mid,emopia_Q4_nGkpcWNAxDU_2.npz
Q3_2eIsQtm4YNs_0,sad,emopia,data/raw/labelled/emopia/Q3_2eIsQtm4YNs_0.mid,emopia_Q3_2eIsQtm4YNs_0.npz
Q1_gSwv8hZGM-s_0,happy,emopia,data/raw/labelled/emopia/Q1_gSwv8hZGM-s_0.mid,emopia_Q1_gSwv8hZGM-s_0.npz
Q1_Jn9r0avp0fY_3,happy,emopia,data/raw/labelled/emopia/Q1_Jn9r0avp0fY_3.mid,emopia_Q1_Jn9r0avp0fY_3.npz
Q3_Oku8sIpTMAE_1,sad,emopia,data/raw/labelled/emopia/Q3_Oku8sIpTMAE_1.mid,emopia_Q3_Oku8sIpTMAE_1.npz
Q4_Y1F0c3zgMJo_0,calm,emopia,data/raw/labelled/emopia/Q4_Y1F0c3zgMJo_0.mid,emopia_Q4_Y1F0c3zgMJo_0.npz
Q4_kfYaGryaGzI_1,calm,emopia,data/raw/labelled/emopia/Q4_kfYaGryaGzI_1.mid,emopia_Q4_kfYaGryaGzI_1.npz
Q2_yrvKReuwVlY_0,angry,emopia,data/raw/labelled/emopia/Q2_yrvKReuwVlY_0.mid,emopia_Q2_yrvKReuwVlY_0.npz
Q4_VCSDjQxAJzc_2,calm,emopia,data/raw/labelled/emopia/Q4_VCSDjQxAJzc_2.mid,emopia_Q4_VCSDjQxAJzc_2.npz
Q4_Ury1cdB79s0_1,calm,emopia,data/raw/labelled/emopia/Q4_Ury1cdB79s0_1.mid,emopia_Q4_Ury1cdB79s0_1.npz
Q2_AacIP9mDLw8_2,angry,emopia,data/raw/labelled/emopia/Q2_AacIP9mDLw8_2.mid,emopia_Q2_AacIP9mDLw8_2.npz
Q2_epX33OVpkmA_1,angry,emopia,data/raw/labelled/emopia/Q2_epX33OVpkmA_1.mid,emopia_Q2_epX33OVpkmA_1.npz
Q2_qlbazHayULg_12,angry,emopia,data/raw/labelled/emopia/Q2_qlbazHayULg_12.mid,emopia_Q2_qlbazHayULg_12.npz
Q4_prUUays30Mg_0,calm,emopia,data/raw/labelled/emopia/Q4_prUUays30Mg_0.mid,emopia_Q4_prUUays30Mg_0.npz
Q2_DYBBfpEx-JI_0,angry,emopia,data/raw/labelled/emopia/Q2_DYBBfpEx-JI_0.mid,emopia_Q2_DYBBfpEx-JI_0.npz
Q4_I2MrA-o5H8I_0,calm,emopia,data/raw/labelled/emopia/Q4_I2MrA-o5H8I_0.mid,emopia_Q4_I2MrA-o5H8I_0.npz
Q2_Ie5koh4qvJc_9,angry,emopia,data/raw/labelled/emopia/Q2_Ie5koh4qvJc_9.mid,emopia_Q2_Ie5koh4qvJc_9.npz
Q2_REq37pDAm3A_2,angry,emopia,data/raw/labelled/emopia/Q2_REq37pDAm3A_2.mid,emopia_Q2_REq37pDAm3A_2.npz
Q3_nFunbdBrukY_0,sad,emopia,data/raw/labelled/emopia/Q3_nFunbdBrukY_0.mid,emopia_Q3_nFunbdBrukY_0.npz
Q2_Ie5koh4qvJc_30,angry,emopia,data/raw/labelled/emopia/Q2_Ie5koh4qvJc_30.mid,emopia_Q2_Ie5koh4qvJc_30.npz
Q2_S7Bo4-NCEDk_0,angry,emopia,data/raw/labelled/emopia/Q2_S7Bo4-NCEDk_0.mid,emopia_Q2_S7Bo4-NCEDk_0.npz
labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Gerudo Valley_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Gerudo Valley.mid,vgmidi_The_Legend_of_Zelda_N64_The_Legend_of_Zelda_Ocarina_of_Time_Gerudo_Valley.npz
Q4_VCSDjQxAJzc_0,calm,emopia,data/raw/labelled/emopia/Q4_VCSDjQxAJzc_0.mid,emopia_Q4_VCSDjQxAJzc_0.npz
Q4_kfYaGryaGzI_0,calm,emopia,data/raw/labelled/emopia/Q4_kfYaGryaGzI_0.mid,emopia_Q4_kfYaGryaGzI_0.npz
Q2_ZTrEoB8T9YA_2,angry,emopia,data/raw/labelled/emopia/Q2_ZTrEoB8T9YA_2.mid,emopia_Q2_ZTrEoB8T9YA_2.npz
Q1_biROWEwkDQQ_3,happy,emopia,data/raw/labelled/emopia/Q1_biROWEwkDQQ_3.mid,emopia_Q1_biROWEwkDQQ_3.npz
labelled/phrases/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/Donkey Kong_SNES_Donkey Kong Country 2 Diddy's Kong Quest_Jib Jig.mid,vgmidi_Donkey_Kong_SNES_Donkey_Kong_Country_2_Diddy_s_Kong_Quest_Jib_Jig.npz
labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Stone Tower Temple Inverted_0.mid,angry,vgmidi,data/raw/labelled/vgmidi/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Stone Tower Temple Inverted.mid,vgmidi_The_Legend_of_Zelda_N64_The_Legend_of_Zelda_Majora_s_Mask_Stone_Tower_Temple_Inverted.npz
labelled/phrases/Final Fantasy_PS1_Final Fantasy VII_Battle Theme_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/Final Fantasy_PS1_Final Fantasy VII_Battle Theme.mid,vgmidi_Final_Fantasy_PS1_Final_Fantasy_VII_Battle_Theme.npz
Q3_ilCcZpD39HU_0,sad,emopia,data/raw/labelled/emopia/Q3_ilCcZpD39HU_0.mid,emopia_Q3_ilCcZpD39HU_0.npz
Q4_Ie5koh4qvJc_1,calm,emopia,data/raw/labelled/emopia/Q4_Ie5koh4qvJc_1.mid,emopia_Q4_Ie5koh4qvJc_1.npz
Q3_zMa78n8ULtE_1,sad,emopia,data/raw/labelled/emopia/Q3_zMa78n8ULtE_1.mid,emopia_Q3_zMa78n8ULtE_1.npz
Q1_JT1XJnVmABo_3,happy,emopia,data/raw/labelled/emopia/Q1_JT1XJnVmABo_3.mid,emopia_Q1_JT1XJnVmABo_3.npz
Q2_jTPXwbDtIpA_1,angry,emopia,data/raw/labelled/emopia/Q2_jTPXwbDtIpA_1.mid,emopia_Q2_jTPXwbDtIpA_1.npz
Q3_02t1bj7ZABY_0,sad,emopia,data/raw/labelled/emopia/Q3_02t1bj7ZABY_0.mid,emopia_Q3_02t1bj7ZABY_0.npz
Q4_V3Y9L4UOcpk_0,calm,emopia,data/raw/labelled/emopia/Q4_V3Y9L4UOcpk_0.mid,emopia_Q4_V3Y9L4UOcpk_0.npz
Q2_OCqMDeD6Fmc_3,angry,emopia,data/raw/labelled/emopia/Q2_OCqMDeD6Fmc_3.mid,emopia_Q2_OCqMDeD6Fmc_3.npz
Q3_cCfEDTkuMvg_0,sad,emopia,data/raw/labelled/emopia/Q3_cCfEDTkuMvg_0.mid,emopia_Q3_cCfEDTkuMvg_0.npz
Q2_1EDThWjNxOI_1,angry,emopia,data/raw/labelled/emopia/Q2_1EDThWjNxOI_1.mid,emopia_Q2_1EDThWjNxOI_1.npz
Q2_61EA0xRX8gE_3,angry,emopia,data/raw/labelled/emopia/Q2_61EA0xRX8gE_3.mid,emopia_Q2_61EA0xRX8gE_3.npz
labelled/phrases/Other_PC_Aion Tower of Eternity_Fairy of the Peace_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/Other_PC_Aion Tower of Eternity_Fairy of the Peace.mid,vgmidi_Other_PC_Aion_Tower_of_Eternity_Fairy_of_the_Peace.npz
Q1_2Z9SjI131jA_13,happy,emopia,data/raw/labelled/emopia/Q1_2Z9SjI131jA_13.mid,emopia_Q1_2Z9SjI131jA_13.npz
Q3_rEz0D3VohFA_0,sad,emopia,data/raw/labelled/emopia/Q3_rEz0D3VohFA_0.mid,emopia_Q3_rEz0D3VohFA_0.npz
Q1__kJtgm1OUNA_1,happy,emopia,data/raw/labelled/emopia/Q1__kJtgm1OUNA_1.mid,emopia_Q1__kJtgm1OUNA_1.npz
Q3_NTI9ode6bRk_0,sad,emopia,data/raw/labelled/emopia/Q3_NTI9ode6bRk_0.mid,emopia_Q3_NTI9ode6bRk_0.npz
Q1_dfNdpy8TUzA_1,happy,emopia,data/raw/labelled/emopia/Q1_dfNdpy8TUzA_1.mid,emopia_Q1_dfNdpy8TUzA_1.npz
labelled/phrases/Other_PC_The Sims_Buying Theme_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/Other_PC_The Sims_Buying Theme.mid,vgmidi_Other_PC_The_Sims_Buying_Theme.npz
labelled/phrases/Other_N64_GoldenEye 007_Facility X_0.mid,angry,vgmidi,data/raw/labelled/vgmidi/Other_N64_GoldenEye 007_Facility X.mid,vgmidi_Other_N64_GoldenEye_007_Facility_X.npz
Q3_iRu9KQvbtVw_0,sad,emopia,data/raw/labelled/emopia/Q3_iRu9KQvbtVw_0.mid,emopia_Q3_iRu9KQvbtVw_0.npz
Q2_0J7lX-Tcx-w_0,angry,emopia,data/raw/labelled/emopia/Q2_0J7lX-Tcx-w_0.mid,emopia_Q2_0J7lX-Tcx-w_0.npz
Q1_8rupdevqfuI_1,happy,emopia,data/raw/labelled/emopia/Q1_8rupdevqfuI_1.mid,emopia_Q1_8rupdevqfuI_1.npz
Q4_3N2G21U7guk_2,calm,emopia,data/raw/labelled/emopia/Q4_3N2G21U7guk_2.mid,emopia_Q4_3N2G21U7guk_2.npz
Q4_d_49EtXDMFE_0,calm,emopia,data/raw/labelled/emopia/Q4_d_49EtXDMFE_0.mid,emopia_Q4_d_49EtXDMFE_0.npz
Q4_HYVmgq5Y93g_1,calm,emopia,data/raw/labelled/emopia/Q4_HYVmgq5Y93g_1.mid,emopia_Q4_HYVmgq5Y93g_1.npz
Q4_yC0fAQxGgr0_1,calm,emopia,data/raw/labelled/emopia/Q4_yC0fAQxGgr0_1.mid,emopia_Q4_yC0fAQxGgr0_1.npz
Q4_XC_SiJszQx0_0,calm,emopia,data/raw/labelled/emopia/Q4_XC_SiJszQx0_0.mid,emopia_Q4_XC_SiJszQx0_0.npz
Q3_PXOWy7NiZhk_1,sad,emopia,data/raw/labelled/emopia/Q3_PXOWy7NiZhk_1.mid,emopia_Q3_PXOWy7NiZhk_1.npz
Q2_38i12IPkL5c_0,angry,emopia,data/raw/labelled/emopia/Q2_38i12IPkL5c_0.mid,emopia_Q2_38i12IPkL5c_0.npz
Q2_iwxwLEvqeD8_1,angry,emopia,data/raw/labelled/emopia/Q2_iwxwLEvqeD8_1.mid,emopia_Q2_iwxwLEvqeD8_1.npz
Q1_aYe-2Glruu4_1,happy,emopia,data/raw/labelled/emopia/Q1_aYe-2Glruu4_1.mid,emopia_Q1_aYe-2Glruu4_1.npz
Q1_4ydjOX3pWds_0,happy,emopia,data/raw/labelled/emopia/Q1_4ydjOX3pWds_0.mid,emopia_Q1_4ydjOX3pWds_0.npz
labelled/phrases/Chrono_SNES_Chrono Trigger_Chrono Trigger_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/Chrono_SNES_Chrono Trigger_Chrono Trigger.mid,vgmidi_Chrono_SNES_Chrono_Trigger_Chrono_Trigger.npz
Q4_ldCQ6N9G6Mk_1,calm,emopia,data/raw/labelled/emopia/Q4_ldCQ6N9G6Mk_1.mid,emopia_Q4_ldCQ6N9G6Mk_1.npz
Q2_UAm0aWvzFI8_0,angry,emopia,data/raw/labelled/emopia/Q2_UAm0aWvzFI8_0.mid,emopia_Q2_UAm0aWvzFI8_0.npz
Q4_g15aRCHUJEI_1,calm,emopia,data/raw/labelled/emopia/Q4_g15aRCHUJEI_1.mid,emopia_Q4_g15aRCHUJEI_1.npz
Q1_Ie5koh4qvJc_6,happy,emopia,data/raw/labelled/emopia/Q1_Ie5koh4qvJc_6.mid,emopia_Q1_Ie5koh4qvJc_6.npz
Q2_l-4Kce3YxxQ_4,angry,emopia,data/raw/labelled/emopia/Q2_l-4Kce3YxxQ_4.mid,emopia_Q2_l-4Kce3YxxQ_4.npz
Q2_cFWdWpyvwag_1,angry,emopia,data/raw/labelled/emopia/Q2_cFWdWpyvwag_1.mid,emopia_Q2_cFWdWpyvwag_1.npz
Q4_k-FNDbK6Qhg_1,calm,emopia,data/raw/labelled/emopia/Q4_k-FNDbK6Qhg_1.mid,emopia_Q4_k-FNDbK6Qhg_1.npz
Q1__BK2o77sTc0_0,happy,emopia,data/raw/labelled/emopia/Q1__BK2o77sTc0_0.mid,emopia_Q1__BK2o77sTc0_0.npz
Q3_P-We4q3goKU_0,sad,emopia,data/raw/labelled/emopia/Q3_P-We4q3goKU_0.mid,emopia_Q3_P-We4q3goKU_0.npz
Q1_e8NQ2NH0nc8_1,happy,emopia,data/raw/labelled/emopia/Q1_e8NQ2NH0nc8_1.mid,emopia_Q1_e8NQ2NH0nc8_1.npz
Q3__S991V8N-8s_0,sad,emopia,data/raw/labelled/emopia/Q3__S991V8N-8s_0.mid,emopia_Q3__S991V8N-8s_0.npz
Q2_mlHheZbblT0_1,angry,emopia,data/raw/labelled/emopia/Q2_mlHheZbblT0_1.mid,emopia_Q2_mlHheZbblT0_1.npz
Q1_ldCQ6N9G6Mk_2,happy,emopia,data/raw/labelled/emopia/Q1_ldCQ6N9G6Mk_2.mid,emopia_Q1_ldCQ6N9G6Mk_2.npz
Q1_Fc1qk52SaKY_1,happy,emopia,data/raw/labelled/emopia/Q1_Fc1qk52SaKY_1.mid,emopia_Q1_Fc1qk52SaKY_1.npz
Q4_Ie5koh4qvJc_16,calm,emopia,data/raw/labelled/emopia/Q4_Ie5koh4qvJc_16.mid,emopia_Q4_Ie5koh4qvJc_16.npz
Q1_eVMSeElk81Q_2,happy,emopia,data/raw/labelled/emopia/Q1_eVMSeElk81Q_2.mid,emopia_Q1_eVMSeElk81Q_2.npz
Q4_1Qc15G0ZHIg_0,calm,emopia,data/raw/labelled/emopia/Q4_1Qc15G0ZHIg_0.mid,emopia_Q4_1Qc15G0ZHIg_0.npz
Q4_nGkpcWNAxDU_1,calm,emopia,data/raw/labelled/emopia/Q4_nGkpcWNAxDU_1.mid,emopia_Q4_nGkpcWNAxDU_1.npz
labelled/phrases/Final Fantasy_PS1_Final Fantasy VII_Lurking In The Darkness_0.mid,sad,vgmidi,data/raw/labelled/vgmidi/Final Fantasy_PS1_Final Fantasy VII_Lurking In The Darkness.mid,vgmidi_Final_Fantasy_PS1_Final_Fantasy_VII_Lurking_In_The_Darkness.npz
Q1_Jn9r0avp0fY_1,happy,emopia,data/raw/labelled/emopia/Q1_Jn9r0avp0fY_1.mid,emopia_Q1_Jn9r0avp0fY_1.npz
Q2_1kny88W533Q_4,angry,emopia,data/raw/labelled/emopia/Q2_1kny88W533Q_4.mid,emopia_Q2_1kny88W533Q_4.npz
Q2_miqLU2739dk_0,angry,emopia,data/raw/labelled/emopia/Q2_miqLU2739dk_0.mid,emopia_Q2_miqLU2739dk_0.npz
Q1_6kRPHamGDSo_3,happy,emopia,data/raw/labelled/emopia/Q1_6kRPHamGDSo_3.mid,emopia_Q1_6kRPHamGDSo_3.npz
Q1_VXgRfsVd_o0_2,happy,emopia,data/raw/labelled/emopia/Q1_VXgRfsVd_o0_2.mid,emopia_Q1_VXgRfsVd_o0_2.npz
Q2_k-FNDbK6Qhg_0,angry,emopia,data/raw/labelled/emopia/Q2_k-FNDbK6Qhg_0.mid,emopia_Q2_k-FNDbK6Qhg_0.npz
Q2_qlbazHayULg_11,angry,emopia,data/raw/labelled/emopia/Q2_qlbazHayULg_11.mid,emopia_Q2_qlbazHayULg_11.npz
Q2_dtS02mrDMsM_2,angry,emopia,data/raw/labelled/emopia/Q2_dtS02mrDMsM_2.mid,emopia_Q2_dtS02mrDMsM_2.npz
Q4_5J_zI7QE9W8_2,calm,emopia,data/raw/labelled/emopia/Q4_5J_zI7QE9W8_2.mid,emopia_Q4_5J_zI7QE9W8_2.npz
Q1_dfNdpy8TUzA_2,happy,emopia,data/raw/labelled/emopia/Q1_dfNdpy8TUzA_2.mid,emopia_Q1_dfNdpy8TUzA_2.npz
Q2__FVzelKlBFs_0,angry,emopia,data/raw/labelled/emopia/Q2__FVzelKlBFs_0.mid,emopia_Q2__FVzelKlBFs_0.npz
Q4_cXxGBDgFCs8_0,calm,emopia,data/raw/labelled/emopia/Q4_cXxGBDgFCs8_0.mid,emopia_Q4_cXxGBDgFCs8_0.npz
Q2_CxFXrYgdSSI_2,angry,emopia,data/raw/labelled/emopia/Q2_CxFXrYgdSSI_2.mid,emopia_Q2_CxFXrYgdSSI_2.npz
labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Song of Storms_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Song of Storms.mid,vgmidi_The_Legend_of_Zelda_N64_The_Legend_of_Zelda_Ocarina_of_Time_Song_of_Storms.npz
Q3_gvWDOIiocuE_0,sad,emopia,data/raw/labelled/emopia/Q3_gvWDOIiocuE_0.mid,emopia_Q3_gvWDOIiocuE_0.npz
Q2_ivCNV47tsRw_1,angry,emopia,data/raw/labelled/emopia/Q2_ivCNV47tsRw_1.mid,emopia_Q2_ivCNV47tsRw_1.npz
Q2_1kny88W533Q_0,angry,emopia,data/raw/labelled/emopia/Q2_1kny88W533Q_0.mid,emopia_Q2_1kny88W533Q_0.npz
Q4_aQ4PIaRMLwE_2,calm,emopia,data/raw/labelled/emopia/Q4_aQ4PIaRMLwE_2.mid,emopia_Q4_aQ4PIaRMLwE_2.npz
Q2_Q5b5unyP8BM_0,angry,emopia,data/raw/labelled/emopia/Q2_Q5b5unyP8BM_0.mid,emopia_Q2_Q5b5unyP8BM_0.npz
Q1_e8NQ2NH0nc8_0,happy,emopia,data/raw/labelled/emopia/Q1_e8NQ2NH0nc8_0.mid,emopia_Q1_e8NQ2NH0nc8_0.npz
Q1_GY3f6ckBVkA_2,happy,emopia,data/raw/labelled/emopia/Q1_GY3f6ckBVkA_2.mid,emopia_Q1_GY3f6ckBVkA_2.npz
Q3_Ie5koh4qvJc_5,sad,emopia,data/raw/labelled/emopia/Q3_Ie5koh4qvJc_5.mid,emopia_Q3_Ie5koh4qvJc_5.npz
Q3_c6CwY8Gbw0c_4,sad,emopia,data/raw/labelled/emopia/Q3_c6CwY8Gbw0c_4.mid,emopia_Q3_c6CwY8Gbw0c_4.npz
Q3_ilCcZpD39HU_3,sad,emopia,data/raw/labelled/emopia/Q3_ilCcZpD39HU_3.mid,emopia_Q3_ilCcZpD39HU_3.npz
Q4_Xlv4PPGrRRs_0,calm,emopia,data/raw/labelled/emopia/Q4_Xlv4PPGrRRs_0.mid,emopia_Q4_Xlv4PPGrRRs_0.npz
Q2_AWNbcxXDmt0_0,angry,emopia,data/raw/labelled/emopia/Q2_AWNbcxXDmt0_0.mid,emopia_Q2_AWNbcxXDmt0_0.npz
labelled/phrases/Dragon Quest_NES_Dragon Quest_Castle Theme_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/Dragon Quest_NES_Dragon Quest_Castle Theme.mid,vgmidi_Dragon_Quest_NES_Dragon_Quest_Castle_Theme.npz
Q2_lalnGhxT3PQ_1,angry,emopia,data/raw/labelled/emopia/Q2_lalnGhxT3PQ_1.mid,emopia_Q2_lalnGhxT3PQ_1.npz
Q2_P-We4q3goKU_4,angry,emopia,data/raw/labelled/emopia/Q2_P-We4q3goKU_4.mid,emopia_Q2_P-We4q3goKU_4.npz
Q1_zHwJG8Rrx6c_2,happy,emopia,data/raw/labelled/emopia/Q1_zHwJG8Rrx6c_2.mid,emopia_Q1_zHwJG8Rrx6c_2.npz
Q1_vv6nrZ2myXw_0,happy,emopia,data/raw/labelled/emopia/Q1_vv6nrZ2myXw_0.mid,emopia_Q1_vv6nrZ2myXw_0.npz
Q1_WpZ1rWHOCAQ_0,happy,emopia,data/raw/labelled/emopia/Q1_WpZ1rWHOCAQ_0.mid,emopia_Q1_WpZ1rWHOCAQ_0.npz
Q4_lvfNo4KOTmM_1,calm,emopia,data/raw/labelled/emopia/Q4_lvfNo4KOTmM_1.mid,emopia_Q4_lvfNo4KOTmM_1.npz
Q4_12tDlCQVRtA_2,calm,emopia,data/raw/labelled/emopia/Q4_12tDlCQVRtA_2.mid,emopia_Q4_12tDlCQVRtA_2.npz
Q4_fShAWhXIits_1,calm,emopia,data/raw/labelled/emopia/Q4_fShAWhXIits_1.mid,emopia_Q4_fShAWhXIits_1.npz
Q4_HYVmgq5Y93g_0,calm,emopia,data/raw/labelled/emopia/Q4_HYVmgq5Y93g_0.mid,emopia_Q4_HYVmgq5Y93g_0.npz
Q1_ANZf1QXsNrY_3,happy,emopia,data/raw/labelled/emopia/Q1_ANZf1QXsNrY_3.mid,emopia_Q1_ANZf1QXsNrY_3.npz
